231,5/6/2018,126,--,N,0, ,--,M,12.4, ,63.5, ,48.7, ,55.7, ,95, ,69, ,82, ,50.2, ,7,Y,166.8,Y,64.2, 
231,5/7/2018,127,--,N,0, ,--,M,12.6, ,71, ,46.2, ,57.8, ,99, ,56, ,77, ,50.8, ,6.8,Y,163,Y,65, 
231,5/8/2018,128,--,N,0, ,--,M,13.4, ,67.6, ,46.9, ,56.1, ,97, ,67, ,87, ,52.3, ,8.8,R,210.8,R,65.3, 
231,5/9/2018,129,--,N,0, ,--,M,13.3, ,66, ,50.6, ,56.9, ,99, ,70, ,84, ,52.1, ,10.2,R,245,R,65.8, 
231,5/10/2018,130,--,N,0, ,803,R,12.7, ,62.4, ,52.8, ,56.8, ,94, ,72, ,80, ,50.8, ,14.5,R,348,R,65.5, 
231,5/11/2018,131,--,N,0, ,337, ,12.2, ,62.1, ,51.6, ,55.1, ,91, ,71, ,83, ,49.9, ,7.9,R,188.8,R,64.3, 
231,5/12/2018,132,--,N,0, ,588, ,12.1, ,73, ,46.8, ,58, ,93, ,49, ,74, ,49.6, ,4.8, ,115.6, ,65.5, 
