231,4/1/2018,91,--,N,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M
231,4/2/2018,92,--,N,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M
231,4/3/2018,93,--,N,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M
231,4/4/2018,94,--,N,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M
231,4/5/2018,95,--,N,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M
231,4/6/2018,96,--,N,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M
231,4/7/2018,97,--,N,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M
231,4/8/2018,98,--,N,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M
231,4/9/2018,99,--,N,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M
231,4/10/2018,100,--,N,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M
231,4/11/2018,101,--,N,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M
231,4/12/2018,102,--,N,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M
231,4/13/2018,103,--,N,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M
231,4/14/2018,104,--,N,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M
231,4/15/2018,105,--,N,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M
231,4/16/2018,106,--,N,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M
231,4/17/2018,107,--,N,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M
231,4/18/2018,108,--,N,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M
231,4/19/2018,109,--,N,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M
231,4/20/2018,110,--,N,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M
231,4/21/2018,111,--,N,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M
231,4/22/2018,112,--,N,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M
231,4/23/2018,113,--,N,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M
231,4/24/2018,114,--,N,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M
231,4/25/2018,115,--,N,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M
231,4/26/2018,116,--,N,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M
231,4/27/2018,117,--,N,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M
231,4/28/2018,118,--,N,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M
231,4/29/2018,119,--,N,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M
231,4/30/2018,120,--,N,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M
