231,3/1/2018,60,--,N,0.04, ,--,M,11.1, ,58.2, ,43.3, ,51.7, ,90, ,71, ,85, ,47.3, ,8.8,R,210.5,R,51.1, 
231,3/2/2018,61,--,N,0.19, ,--,M,11.6, ,62.4, ,49, ,53.7, ,98, ,59, ,82, ,48.5, ,5.2, ,125.4, ,53.1, 
231,3/3/2018,62,--,N,0.09, ,--,M,9.9, ,57.9, ,40.2, ,50, ,98, ,61, ,80, ,44.2, ,4.9, ,117.3, ,53.5, 
231,3/4/2018,63,--,N,0, ,--,M,7.4, ,59.1, ,31.4, ,45.5, ,98, ,44, ,72, ,36.9, ,5.7, ,137.7, ,51.5, 
231,3/5/2018,64,--,N,0, ,--,M,7.5, ,68.1, ,32, ,48.5, ,91, ,27, ,65, ,37.2, ,4.5, ,107, ,50.6, 
231,3/6/2018,65,--,N,0, ,--,M,6.5, ,70.5, ,35.6, ,53.1, ,80, ,23, ,47, ,33.5, ,4.8, ,115.7, ,51.9, 
231,3/7/2018,66,--,N,0, ,--,M,8.8, ,69.7, ,40.1, ,50.4, ,94, ,29, ,70, ,41.2, ,3.8, ,90.6, ,52.4, 
231,3/8/2018,67,--,N,0, ,929,R,10.3, ,69, ,37.5, ,53, ,97, ,41, ,75, ,45.3, ,4.6, ,110.6, ,52.8, 
231,3/9/2018,68,--,N,0, ,691,R,13.7, ,64.3, ,50.5, ,54.8, ,100, ,82, ,93, ,53, ,4.7, ,111.7, ,55.4, 
231,3/10/2018,69,--,N,0.54,H,--,M,13.7, ,63.5, ,50.6, ,54.9, ,99, ,80, ,93, ,53, ,3, ,72.5, ,55.6, 
231,3/11/2018,70,--,N,0, ,--,M,14.2, ,68.6, ,46.1, ,56.4, ,100, ,67, ,91, ,53.9, ,4.1, ,97.6, ,55.9, 
231,3/12/2018,71,--,N,0.17, ,--,M,15.1,Y,71.1, ,49.1, ,58.9, ,99, ,68, ,89,Y,55.7,Y,4.5, ,106.9, ,57, 
231,3/13/2018,72,--,N,0.26, ,--,M,16.4,Y,64.8, ,54.2,Y,59.8, ,99, ,86, ,93,Y,57.9,Y,4.4, ,106.6, ,58, 
231,3/14/2018,73,--,N,0.06,H,--,M,12.6, ,61.6, ,45.5, ,54, ,99, ,74, ,89, ,50.8, ,4, ,95.8, ,57.7, 
231,3/15/2018,74,--,N,0, ,--,M,9.6, ,58.9, ,42.6, ,50.7, ,96, ,53, ,76, ,43.5, ,6.9,Y,165,Y,56, 
231,3/16/2018,75,--,N,0.17, ,--,M,11.1, ,60.3, ,41.4, ,49.8, ,98, ,77, ,91, ,47.3, ,5, ,120.5, ,54.6, 
231,3/17/2018,76,--,N,0.04,H,--,M,9.3, ,58.6, ,38.1, ,47.5, ,100, ,63, ,83, ,42.6, ,4.4, ,105.7, ,54.1, 
231,3/18/2018,77,--,N,0, ,--,M,8.7, ,60.4, ,33.4, ,46.4, ,99, ,55, ,81, ,40.9, ,3.6, ,85.8, ,53, 
231,3/19/2018,78,--,N,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M
231,3/20/2018,79,--,N,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M
231,3/21/2018,80,--,N,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M
231,3/22/2018,81,--,N,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M
231,3/23/2018,82,--,N,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M
231,3/24/2018,83,--,N,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M
231,3/25/2018,84,--,N,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M
231,3/26/2018,85,--,N,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M
231,3/27/2018,86,--,N,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M
231,3/28/2018,87,--,N,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M
231,3/29/2018,88,--,N,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M
231,3/30/2018,89,--,N,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M
231,3/31/2018,90,--,N,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M,--,M
